velocity,timing,articulation,id
0.0,0.0,0.0,n124-1
0.0,0.0,0.0,n125-1
0.0,0.0,0.0,n134-1
0.0,0.0,0.0,n126-1
0.0,0.0,0.0,n127-1
0.0,0.0,0.0,n135-1
0.0,0.0,0.0,n128-1
0.0,0.0,0.0,n129-1
0.0,0.0,0.0,n136-1
0.0,0.0,0.0,n130-1
0.0,0.0,0.0,n131-1
0.0,0.0,0.0,n162-1
0.0,0.0,0.0,n137-1
0.0,0.0,0.0,n138-1
0.0,0.0,0.0,n163-1
0.0,0.0,0.0,n139-1
0.0,0.0,0.0,n140-1
0.0,0.0,0.0,n164-1
0.0,0.0,0.0,n141-1
0.0,0.0,0.0,n142-1
0.0,0.0,0.0,n165-1
0.0,0.0,0.0,n143-1
0.0,0.0,0.0,n144-1
0.0,0.0,0.0,n166-1
0.0,0.0,0.0,n145-1
0.0,0.0,0.0,n146-1
0.0,0.0,0.0,n167-1
0.0,0.0,0.0,n147-1
0.0,0.0,0.0,n148-1
0.0,0.0,0.0,n168-1
0.0,0.0,0.0,n149-1
0.0,0.0,0.0,n150-1
0.0,0.0,0.0,n169-1
0.0,0.0,0.0,n151-1
0.0,0.0,0.0,n152-1
0.0,0.0,0.0,n170-1
0.0,0.0,0.0,n153-1
0.0,0.0,0.0,n154-1
0.0,0.0,0.0,n171-1
0.0,0.0,0.0,n155-1
0.0,0.0,0.0,n156-1
0.0,0.0,0.0,n172-1
0.0,0.0,0.0,n157-1
0.0,0.0,0.0,n158-1
0.0,0.0,0.0,n173-1
0.0,0.0,0.0,n159-1
0.0,0.0,0.0,n160-1
0.0,0.0,0.0,n182-1
0.0,0.0,0.0,n174-1
0.0,0.0,0.0,n175-1
0.0,0.0,0.0,n184-1
0.0,0.0,0.0,n185-1
0.0,0.0,0.0,n177-1
0.0,0.0,0.0,n178-1
0.0,0.0,0.0,n186-1
0.0,0.0,0.0,n187-1
0.0,0.0,0.0,n179-1
0.0,0.0,0.0,n180-1
0.0,0.0,0.0,n197-1
0.0,0.0,0.0,n198-1
0.0,0.0,0.0,n188-1
0.0,0.0,0.0,n189-1
0.0,0.0,0.0,n199-1
0.0,0.0,0.0,n200-1
0.0,0.0,0.0,n190-1
0.0,0.0,0.0,n191-1
0.0,0.0,0.0,n201-1
0.0,0.0,0.0,n202-1
0.0,0.0,0.0,n192-1
0.0,0.0,0.0,n193-1
0.0,0.0,0.0,n203-1
0.0,0.0,0.0,n204-1
0.0,0.0,0.0,n194-1
0.0,0.0,0.0,n195-1
0.0,0.0,0.0,n217-1
0.0,0.0,0.0,n218-1
0.0,0.0,0.0,n205-1
0.0,0.0,0.0,n206-1
0.0,0.0,0.0,n207-1
0.0,0.0,0.0,n208-1
0.0,0.0,0.0,n220-1
0.0,0.0,0.0,n210-1
0.0,0.0,0.0,n211-1
0.0,0.0,0.0,n221-1
0.0,0.0,0.0,n212-1
0.0,0.0,0.0,n222-1
0.0,0.0,0.0,n213-1
0.0,0.0,0.0,n214-1
0.0,0.0,0.0,n223-1
0.0,0.0,0.0,n215-1
0.0,0.0,0.0,n243-1
0.0,0.0,0.0,n224-1
0.0,0.0,0.0,n225-1
0.0,0.0,0.0,n244-1
0.0,0.0,0.0,n226-1
0.0,0.0,0.0,n245-1
0.0,0.0,0.0,n227-1
0.0,0.0,0.0,n228-1
0.0,0.0,0.0,n246-1
0.0,0.0,0.0,n229-1
0.0,0.0,0.0,n247-1
0.0,0.0,0.0,n230-1
0.0,0.0,0.0,n231-1
0.0,0.0,0.0,n248-1
0.0,0.0,0.0,n232-1
0.0,0.0,0.0,n249-1
0.0,0.0,0.0,n233-1
0.0,0.0,0.0,n234-1
0.0,0.0,0.0,n250-1
0.0,0.0,0.0,n235-1
0.0,0.0,0.0,n251-1
0.0,0.0,0.0,n236-1
0.0,0.0,0.0,n237-1
0.0,0.0,0.0,n252-1
0.0,0.0,0.0,n238-1
0.0,0.0,0.0,n253-1
0.0,0.0,0.0,n239-1
0.0,0.0,0.0,n240-1
0.0,0.0,0.0,n254-1
0.0,0.0,0.0,n241-1
0.0,0.0,0.0,n263-1
0.0,0.0,0.0,n255-1
0.0,0.0,0.0,n256-1
0.0,0.0,0.0,n265-1
0.0,0.0,0.0,n266-1
0.0,0.0,0.0,n258-1
0.0,0.0,0.0,n259-1
0.0,0.0,0.0,n267-1
0.0,0.0,0.0,n268-1
0.0,0.0,0.0,n260-1
0.0,0.0,0.0,n261-1
0.0,0.0,0.0,n278-1
0.0,0.0,0.0,n279-1
0.0,0.0,0.0,n269-1
0.0,0.0,0.0,n270-1
0.0,0.0,0.0,n280-1
0.0,0.0,0.0,n281-1
0.0,0.0,0.0,n271-1
0.0,0.0,0.0,n272-1
0.0,0.0,0.0,n282-1
0.0,0.0,0.0,n283-1
0.0,0.0,0.0,n273-1
0.0,0.0,0.0,n274-1
0.0,0.0,0.0,n284-1
0.0,0.0,0.0,n285-1
0.0,0.0,0.0,n275-1
0.0,0.0,0.0,n276-1
0.0,0.0,0.0,n294-1
0.0,0.0,0.0,n286-1
0.0,0.0,0.0,n287-1
0.0,0.0,0.0,n295-1
0.0,0.0,0.0,n288-1
0.0,0.0,0.0,n289-1
0.0,0.0,0.0,n291-1
0.0,0.0,0.0,n292-1
0.0,0.0,0.0,n305-1
0.0,0.0,0.0,n298-1
0.0,0.0,0.0,n306-1
0.0,0.0,0.0,n307-1
0.0,0.0,0.0,n308-1
0.0,0.0,0.0,n309-1
0.0,0.0,0.0,n300-1
0.0,0.0,0.0,n299-1
0.0,0.0,0.0,n301-1
0.0,0.0,0.0,n310-1
0.0,0.0,0.0,n302-1
0.0,0.0,0.0,n303-1
0.0,0.0,0.0,n319-1
0.0,0.0,0.0,n311-1
0.0,0.0,0.0,n320-1
0.0,0.0,0.0,n321-1
0.0,0.0,0.0,n312-1
0.0,0.0,0.0,n322-1
0.0,0.0,0.0,n323-1
0.0,0.0,0.0,n314-1
0.0,0.0,0.0,n313-1
0.0,0.0,0.0,n315-1
0.0,0.0,0.0,n324-1
0.0,0.0,0.0,n316-1
0.0,0.0,0.0,n317-1
0.0,0.0,0.0,n332-1
0.0,0.0,0.0,n325-1
0.0,0.0,0.0,n333-1
0.0,0.0,0.0,n326-1
0.0,0.0,0.0,n334-1
0.0,0.0,0.0,n327-1
0.0,0.0,0.0,n335-1
0.0,0.0,0.0,n328-1
0.0,0.0,0.0,n336-1
0.0,0.0,0.0,n329-1
0.0,0.0,0.0,n337-1
0.0,0.0,0.0,n330-1
0.0,0.0,0.0,n349-1
0.0,0.0,0.0,n353-1
0.0,0.0,0.0,n338-1
0.0,0.0,0.0,n339-1
0.0,0.0,0.0,n350-1
0.0,0.0,0.0,n340-1
0.0,0.0,0.0,n341-1
0.0,0.0,0.0,n344-1
0.0,0.0,0.0,n343-1
0.0,0.0,0.0,n345-1
0.0,0.0,0.0,n346-1
0.0,0.0,0.0,n347-1
0.0,0.0,0.0,n354-1
0.0,0.0,0.0,n363-1
0.0,0.0,0.0,n364-1
0.0,0.0,0.0,n365-1
0.0,0.0,0.0,n366-1
0.0,0.0,0.0,n355-1
0.0,0.0,0.0,n367-1
0.0,0.0,0.0,n368-1
0.0,0.0,0.0,n369-1
0.0,0.0,0.0,n370-1
0.0,0.0,0.0,n357-1
0.0,0.0,0.0,n356-1
0.0,0.0,0.0,n358-1
0.0,0.0,0.0,n359-1
0.0,0.0,0.0,n360-1
0.0,0.0,0.0,n371-1
0.0,0.0,0.0,n380-1
0.0,0.0,0.0,n381-1
0.0,0.0,0.0,n382-1
0.0,0.0,0.0,n383-1
0.0,0.0,0.0,n372-1
0.0,0.0,0.0,n384-1
0.0,0.0,0.0,n385-1
0.0,0.0,0.0,n386-1
0.0,0.0,0.0,n387-1
0.0,0.0,0.0,n374-1
0.0,0.0,0.0,n373-1
0.0,0.0,0.0,n375-1
0.0,0.0,0.0,n376-1
0.0,0.0,0.0,n377-1
0.0,0.0,0.0,n389-1
0.0,0.0,0.0,n388-1
0.0,0.0,0.0,n390-1
0.0,0.0,0.0,n391-1
0.0,0.0,0.0,n392-1
0.0,0.0,0.0,n404-1
0.0,0.0,0.0,n405-1
0.0,0.0,0.0,n394-1
0.0,0.0,0.0,n393-1
0.0,0.0,0.0,n395-1
0.0,0.0,0.0,n396-1
0.0,0.0,0.0,n397-1
0.0,0.0,0.0,n406-1
0.0,0.0,0.0,n407-1
0.0,0.0,0.0,n398-1
0.0,0.0,0.0,n399-1
0.0,0.0,0.0,n400-1
0.0,0.0,0.0,n401-1
0.0,0.0,0.0,n416-1
0.0,0.0,0.0,n408-1
0.0,0.0,0.0,n417-1
0.0,0.0,0.0,n418-1
0.0,0.0,0.0,n419-1
0.0,0.0,0.0,n420-1
0.0,0.0,0.0,n411-1
0.0,0.0,0.0,n410-1
0.0,0.0,0.0,n412-1
0.0,0.0,0.0,n421-1
0.0,0.0,0.0,n413-1
0.0,0.0,0.0,n414-1
0.0,0.0,0.0,n432-1
0.0,0.0,0.0,n422-1
0.0,0.0,0.0,n433-1
0.0,0.0,0.0,n434-1
0.0,0.0,0.0,n423-1
0.0,0.0,0.0,n435-1
0.0,0.0,0.0,n436-1
0.0,0.0,0.0,n427-1
0.0,0.0,0.0,n426-1
0.0,0.0,0.0,n425-1
0.0,0.0,0.0,n428-1
0.0,0.0,0.0,n437-1
0.0,0.0,0.0,n429-1
0.0,0.0,0.0,n430-1
0.0,0.0,0.0,n449-1
0.0,0.0,0.0,n445-1
0.0,0.0,0.0,n438-1
0.0,0.0,0.0,n450-1
0.0,0.0,0.0,n451-1
0.0,0.0,0.0,n446-1
0.0,0.0,0.0,n452-1
0.0,0.0,0.0,n453-1
0.0,0.0,0.0,n441-1
0.0,0.0,0.0,n440-1
0.0,0.0,0.0,n442-1
0.0,0.0,0.0,n454-1
0.0,0.0,0.0,n443-1
0.0,0.0,0.0,n444-1
0.0,0.0,0.0,n465-1
0.0,0.0,0.0,n455-1
0.0,0.0,0.0,n466-1
0.0,0.0,0.0,n467-1
0.0,0.0,0.0,n456-1
0.0,0.0,0.0,n468-1
0.0,0.0,0.0,n469-1
0.0,0.0,0.0,n461-1
0.0,0.0,0.0,n460-1
0.0,0.0,0.0,n458-1
0.0,0.0,0.0,n462-1
0.0,0.0,0.0,n470-1
0.0,0.0,0.0,n463-1
0.0,0.0,0.0,n464-1
0.0,0.0,0.0,n483-1
0.0,0.0,0.0,n474-1
0.0,0.0,0.0,n471-1
0.0,0.0,0.0,n484-1
0.0,0.0,0.0,n475-1
0.0,0.0,0.0,n485-1
0.0,0.0,0.0,n477-1
0.0,0.0,0.0,n476-1
0.0,0.0,0.0,n472-1
0.0,0.0,0.0,n478-1
0.0,0.0,0.0,n486-1
0.0,0.0,0.0,n479-1
0.0,0.0,0.0,n480-1
0.0,0.0,0.0,n487-1
0.0,0.0,0.0,n481-1
0.0,0.0,0.0,n473-1
0.0,0.0,0.0,n488-1
0.0,0.0,0.0,n482-1
0.0,0.0,0.0,n507-1
0.0,0.0,0.0,n495-1
0.0,0.0,0.0,n494-1
0.0,0.0,0.0,n489-1
0.0,0.0,0.0,n496-1
0.0,0.0,0.0,n508-1
0.0,0.0,0.0,n497-1
0.0,0.0,0.0,n498-1
0.0,0.0,0.0,n509-1
0.0,0.0,0.0,n499-1
0.0,0.0,0.0,n490-1
0.0,0.0,0.0,n510-1
0.0,0.0,0.0,n500-1
0.0,0.0,0.0,n511-1
0.0,0.0,0.0,n501-1
0.0,0.0,0.0,n491-1
0.0,0.0,0.0,n512-1
0.0,0.0,0.0,n502-1
0.0,0.0,0.0,n513-1
0.0,0.0,0.0,n503-1
0.0,0.0,0.0,n492-1
0.0,0.0,0.0,n514-1
0.0,0.0,0.0,n504-1
0.0,0.0,0.0,n515-1
0.0,0.0,0.0,n505-1
0.0,0.0,0.0,n493-1
0.0,0.0,0.0,n516-1
0.0,0.0,0.0,n506-1
0.0,0.0,0.0,n522-1
0.0,0.0,0.0,n523-1
0.0,0.0,0.0,n520-1
0.0,0.0,0.0,n517-1
0.0,0.0,0.0,n524-1
0.0,0.0,0.0,n525-1
0.0,0.0,0.0,n518-1
0.0,0.0,0.0,n519-1
0.0,0.0,0.0,n133-2
0.0,0.0,0.0,n124-2
0.0,0.0,0.0,n125-2
0.0,0.0,0.0,n134-2
0.0,0.0,0.0,n126-2
0.0,0.0,0.0,n127-2
0.0,0.0,0.0,n135-2
0.0,0.0,0.0,n128-2
0.0,0.0,0.0,n129-2
0.0,0.0,0.0,n136-2
0.0,0.0,0.0,n130-2
0.0,0.0,0.0,n131-2
0.0,0.0,0.0,n162-2
0.0,0.0,0.0,n137-2
0.0,0.0,0.0,n138-2
0.0,0.0,0.0,n163-2
0.0,0.0,0.0,n139-2
0.0,0.0,0.0,n140-2
0.0,0.0,0.0,n164-2
0.0,0.0,0.0,n141-2
0.0,0.0,0.0,n142-2
0.0,0.0,0.0,n165-2
0.0,0.0,0.0,n143-2
0.0,0.0,0.0,n144-2
0.0,0.0,0.0,n166-2
0.0,0.0,0.0,n145-2
0.0,0.0,0.0,n146-2
0.0,0.0,0.0,n167-2
0.0,0.0,0.0,n147-2
0.0,0.0,0.0,n148-2
0.0,0.0,0.0,n168-2
0.0,0.0,0.0,n149-2
0.0,0.0,0.0,n150-2
0.0,0.0,0.0,n169-2
0.0,0.0,0.0,n151-2
0.0,0.0,0.0,n152-2
0.0,0.0,0.0,n170-2
0.0,0.0,0.0,n153-2
0.0,0.0,0.0,n154-2
0.0,0.0,0.0,n171-2
0.0,0.0,0.0,n155-2
0.0,0.0,0.0,n156-2
0.0,0.0,0.0,n172-2
0.0,0.0,0.0,n157-2
0.0,0.0,0.0,n158-2
0.0,0.0,0.0,n173-2
0.0,0.0,0.0,n159-2
0.0,0.0,0.0,n160-2
0.0,0.0,0.0,n182-2
0.0,0.0,0.0,n174-2
0.0,0.0,0.0,n175-2
0.0,0.0,0.0,n184-2
0.0,0.0,0.0,n185-2
0.0,0.0,0.0,n177-2
0.0,0.0,0.0,n178-2
0.0,0.0,0.0,n186-2
0.0,0.0,0.0,n187-2
0.0,0.0,0.0,n179-2
0.0,0.0,0.0,n180-2
0.0,0.0,0.0,n197-2
0.0,0.0,0.0,n198-2
0.0,0.0,0.0,n188-2
0.0,0.0,0.0,n189-2
0.0,0.0,0.0,n199-2
0.0,0.0,0.0,n200-2
0.0,0.0,0.0,n190-2
0.0,0.0,0.0,n191-2
0.0,0.0,0.0,n201-2
0.0,0.0,0.0,n202-2
0.0,0.0,0.0,n192-2
0.0,0.0,0.0,n193-2
0.0,0.0,0.0,n203-2
0.0,0.0,0.0,n204-2
0.0,0.0,0.0,n194-2
0.0,0.0,0.0,n195-2
0.0,0.0,0.0,n217-2
0.0,0.0,0.0,n218-2
0.0,0.0,0.0,n205-2
0.0,0.0,0.0,n206-2
0.0,0.0,0.0,n207-2
0.0,0.0,0.0,n208-2
0.0,0.0,0.0,n220-2
0.0,0.0,0.0,n210-2
0.0,0.0,0.0,n211-2
0.0,0.0,0.0,n221-2
0.0,0.0,0.0,n212-2
0.0,0.0,0.0,n222-2
0.0,0.0,0.0,n213-2
0.0,0.0,0.0,n214-2
0.0,0.0,0.0,n223-2
0.0,0.0,0.0,n215-2
0.0,0.0,0.0,n243-2
0.0,0.0,0.0,n224-2
0.0,0.0,0.0,n225-2
0.0,0.0,0.0,n244-2
0.0,0.0,0.0,n226-2
0.0,0.0,0.0,n245-2
0.0,0.0,0.0,n227-2
0.0,0.0,0.0,n228-2
0.0,0.0,0.0,n246-2
0.0,0.0,0.0,n229-2
0.0,0.0,0.0,n247-2
0.0,0.0,0.0,n230-2
0.0,0.0,0.0,n231-2
0.0,0.0,0.0,n248-2
0.0,0.0,0.0,n232-2
0.0,0.0,0.0,n249-2
0.0,0.0,0.0,n233-2
0.0,0.0,0.0,n234-2
0.0,0.0,0.0,n250-2
0.0,0.0,0.0,n235-2
0.0,0.0,0.0,n251-2
0.0,0.0,0.0,n236-2
0.0,0.0,0.0,n237-2
0.0,0.0,0.0,n252-2
0.0,0.0,0.0,n238-2
0.0,0.0,0.0,n253-2
0.0,0.0,0.0,n239-2
0.0,0.0,0.0,n240-2
0.0,0.0,0.0,n254-2
0.0,0.0,0.0,n241-2
0.0,0.0,0.0,n263-2
0.0,0.0,0.0,n255-2
0.0,0.0,0.0,n256-2
0.0,0.0,0.0,n265-2
0.0,0.0,0.0,n266-2
0.0,0.0,0.0,n258-2
0.0,0.0,0.0,n259-2
0.0,0.0,0.0,n267-2
0.0,0.0,0.0,n268-2
0.0,0.0,0.0,n260-2
0.0,0.0,0.0,n261-2
0.0,0.0,0.0,n278-2
0.0,0.0,0.0,n279-2
0.0,0.0,0.0,n269-2
0.0,0.0,0.0,n270-2
0.0,0.0,0.0,n280-2
0.0,0.0,0.0,n281-2
0.0,0.0,0.0,n271-2
0.0,0.0,0.0,n272-2
0.0,0.0,0.0,n282-2
0.0,0.0,0.0,n283-2
0.0,0.0,0.0,n273-2
0.0,0.0,0.0,n274-2
0.0,0.0,0.0,n284-2
0.0,0.0,0.0,n285-2
0.0,0.0,0.0,n275-2
0.0,0.0,0.0,n276-2
0.0,0.0,0.0,n294-2
0.0,0.0,0.0,n286-2
0.0,0.0,0.0,n287-2
0.0,0.0,0.0,n295-2
0.0,0.0,0.0,n288-2
0.0,0.0,0.0,n289-2
0.0,0.0,0.0,n291-2
0.0,0.0,0.0,n292-2
0.0,0.0,0.0,n305-2
0.0,0.0,0.0,n298-2
0.0,0.0,0.0,n306-2
0.0,0.0,0.0,n307-2
0.0,0.0,0.0,n308-2
0.0,0.0,0.0,n309-2
0.0,0.0,0.0,n300-2
0.0,0.0,0.0,n299-2
0.0,0.0,0.0,n301-2
0.0,0.0,0.0,n310-2
0.0,0.0,0.0,n302-2
0.0,0.0,0.0,n303-2
0.0,0.0,0.0,n319-2
0.0,0.0,0.0,n311-2
0.0,0.0,0.0,n320-2
0.0,0.0,0.0,n321-2
0.0,0.0,0.0,n312-2
0.0,0.0,0.0,n322-2
0.0,0.0,0.0,n323-2
0.0,0.0,0.0,n314-2
0.0,0.0,0.0,n313-2
0.0,0.0,0.0,n315-2
0.0,0.0,0.0,n324-2
0.0,0.0,0.0,n316-2
0.0,0.0,0.0,n317-2
0.0,0.0,0.0,n332-2
0.0,0.0,0.0,n325-2
0.0,0.0,0.0,n333-2
0.0,0.0,0.0,n326-2
0.0,0.0,0.0,n334-2
0.0,0.0,0.0,n327-2
0.0,0.0,0.0,n335-2
0.0,0.0,0.0,n328-2
0.0,0.0,0.0,n336-2
0.0,0.0,0.0,n329-2
0.0,0.0,0.0,n337-2
0.0,0.0,0.0,n330-2
0.0,0.0,0.0,n349-2
0.0,0.0,0.0,n353-2
0.0,0.0,0.0,n338-2
0.0,0.0,0.0,n339-2
0.0,0.0,0.0,n350-2
0.0,0.0,0.0,n340-2
0.0,0.0,0.0,n341-2
0.0,0.0,0.0,n344-2
0.0,0.0,0.0,n343-2
0.0,0.0,0.0,n345-2
0.0,0.0,0.0,n346-2
0.0,0.0,0.0,n347-2
0.0,0.0,0.0,n354-2
0.0,0.0,0.0,n363-2
0.0,0.0,0.0,n364-2
0.0,0.0,0.0,n365-2
0.0,0.0,0.0,n366-2
0.0,0.0,0.0,n355-2
0.0,0.0,0.0,n367-2
0.0,0.0,0.0,n368-2
0.0,0.0,0.0,n369-2
0.0,0.0,0.0,n370-2
0.0,0.0,0.0,n357-2
0.0,0.0,0.0,n356-2
0.0,0.0,0.0,n358-2
0.0,0.0,0.0,n359-2
0.0,0.0,0.0,n360-2
0.0,0.0,0.0,n371-2
0.0,0.0,0.0,n380-2
0.0,0.0,0.0,n381-2
0.0,0.0,0.0,n382-2
0.0,0.0,0.0,n383-2
0.0,0.0,0.0,n372-2
0.0,0.0,0.0,n384-2
0.0,0.0,0.0,n385-2
0.0,0.0,0.0,n386-2
0.0,0.0,0.0,n387-2
0.0,0.0,0.0,n374-2
0.0,0.0,0.0,n373-2
0.0,0.0,0.0,n375-2
0.0,0.0,0.0,n376-2
0.0,0.0,0.0,n377-2
0.0,0.0,0.0,n389-2
0.0,0.0,0.0,n388-2
0.0,0.0,0.0,n390-2
0.0,0.0,0.0,n391-2
0.0,0.0,0.0,n392-2
0.0,0.0,0.0,n404-2
0.0,0.0,0.0,n405-2
0.0,0.0,0.0,n394-2
0.0,0.0,0.0,n393-2
0.0,0.0,0.0,n395-2
0.0,0.0,0.0,n396-2
0.0,0.0,0.0,n397-2
0.0,0.0,0.0,n406-2
0.0,0.0,0.0,n407-2
0.0,0.0,0.0,n398-2
0.0,0.0,0.0,n399-2
0.0,0.0,0.0,n400-2
0.0,0.0,0.0,n401-2
0.0,0.0,0.0,n416-2
0.0,0.0,0.0,n408-2
0.0,0.0,0.0,n417-2
0.0,0.0,0.0,n418-2
0.0,0.0,0.0,n419-2
0.0,0.0,0.0,n420-2
0.0,0.0,0.0,n411-2
0.0,0.0,0.0,n410-2
0.0,0.0,0.0,n412-2
0.0,0.0,0.0,n421-2
0.0,0.0,0.0,n413-2
0.0,0.0,0.0,n414-2
0.0,0.0,0.0,n432-2
0.0,0.0,0.0,n422-2
0.0,0.0,0.0,n433-2
0.0,0.0,0.0,n434-2
